6342,-79027712,-74563840
6342,-79158528,-74884608
6343,-78948608,-74649088
6343,-79015680,-74602752
6343,-78824192,-74636544
6343,-78861568,-74644992
6343,-78516224,-74388736
6344,-78769408,-74615296
6344,-78602752,-74491136
6344,-78523392,-74417408
6344,-78524928,-74275840
6344,-78347264,-74142976
6344,-78533632,-74333184
6345,-78198016,-73742080
6345,-78326016,-74235136
6345,-78181632,-74446592
6345,-78084608,-73899264
6345,-78434048,-74116864
6346,-78013696,-73755136
6346,-78020864,-73862400
6346,-78233600,-73801216
6346,-77595136,-73637632
6346,-78063360,-73611264
6347,-77931008,-73469184
6347,-77629184,-73831936
6347,-77944832,-73403136
6347,-78048512,-73389312
6347,-77446144,-73206016
6347,-77261568,-73724160
6348,-77944064,-73244672
6348,-77468160,-73311232
6348,-77427200,-73235712
6348,-77298176,-73267968
6348,-77342720,-73218304
6348,-77502464,-73111296
6349,-77170688,-73225472
6349,-77133824,-72731648
6349,-76958208,-72903936
6349,-77036288,-73042944
6349,-77019392,-73018368
6349,-77261056,-72578304
6350,-76979968,-72815616
6350,-76982016,-72425216
6350,-76738816,-72484608
6350,-76305152,-72295936
6350,-76588288,-72306688
6351,-76436480,-72410624
6351,-76528128,-72315136
6351,-76477696,-72291584
6351,-76353536,-72267776
6351,-76350464,-72163072
6353,-76259584,-72143360
6353,-76508928,-72190720
6353,-76546304,-71910656
6353,-76225280,-72018176
6353,-76066816,-71934208
6354,-76339712,-72011264
6354,-76248576,-71742976
6354,-75930112,-71616512
6354,-75855872,-71938816
6354,-76012544,-71715840
6355,-75955968,-71929344
6355,-75936000,-71973888
6355,-75792896,-71670528
6355,-75888640,-71797760
6356,-75889664,-71674112
6356,-75567616,-71416064
6356,-75662848,-71437056
6356,-75618048,-71344384
6356,-75445760,-71274752
6357,-75638272,-71346944
6357,-75399680,-71287552
6357,-75185152,-71310336
6357,-75237376,-71244544
6357,-75367168,-71061760
6358,-75338752,-71218944
6358,-74815744,-70948864
6358,-75017984,-70906880
6358,-75072256,-70940416
6358,-74809856,-70718464
6359,-74887680,-70768896
6359,-74846208,-70509312
6359,-74806784,-70775040
6359,-74702848,-70554880
6359,-74732544,-70300928
6360,-74664448,-70634240
6360,-74806272,-70642688
6360,-74486272,-70461696
6360,-74536448,-70077952
6360,-74243328,-70341120
6360,-74492160,-70344448
6361,-74365952,-70294272
6361,-74042880,-70128640
6361,-74118656,-70106624
6361,-74238976,-70235392
6361,-74030848,-70252288
6362,-73978624,-70072064
6362,-73681664,-70156800
6362,-74001664,-69947648
6362,-74091264,-69848576
6362,-73853952,-69751552
6363,-74070528,-69733120
6363,-73843200,-69781760
6363,-73891840,-69638400
6363,-73701120,-69544192
6363,-73527040,-69639936
6364,-73556992,-69231872
6364,-73438208,-69547776
6364,-73291264,-69328896
6364,-73392640,-69243136
6365,-73915904,-69595904
6365,-73110528,-69197056
6365,-73004544,-69248000
6365,-73197568,-69295360
6366,-73326592,-68726016
6366,-73007360,-69056256
6366,-72660480,-68797696
6367,-72824320,-69030400
6367,-73056256,-68988672
6367,-73106688,-68660224
6368,-72662016,-68877568
6368,-72910848,-68754432
6368,-72701184,-68522240
6369,-72884480,-68935424
6369,-72650752,-68661760
6369,-72538112,-68606464
6369,-72316672,-68541952
6369,-72181248,-68652032
6370,-72188672,-68547072
6370,-72308224,-68402688
6370,-72469760,-68467200
6370,-72071936,-68206848
6370,-72368128,-68446976
6371,-72320512,-68172544
6371,-71971328,-68011520
6371,-71961088,-68063488
6371,-72179200,-68182016
6371,-72115456,-67831296
6372,-71976704,-67929600
6372,-71809024,-68018432
6372,-71899136,-67654656
6372,-71888640,-67839232
6372,-71619840,-67848448
6373,-71558144,-67697920
6373,-71697152,-67964160
6373,-71814912,-67752192
6373,-71660800,-67687168
6373,-71508992,-67480576
6374,-71507968,-67726080
6374,-71116800,-67363584
6374,-71072512,-67691008
6374,-71486976,-67441408
6374,-71330816,-67428864
6375,-71228928,-67175424
6375,-70984960,-67123968
6375,-71182592,-67088896
6375,-71090688,-66816000
6375,-70842624,-67087104
6375,-71240960,-66996736
6376,-70780928,-67348992
6376,-70994176,-66900992
6376,-70579456,-67103232
6376,-70712320,-66786816
6376,-70442752,-66689024
6377,-70631424,-66723840
6377,-70760704,-66448128
6377,-70455040,-66982912
6377,-70299648,-66447360
6377,-70162688,-66224384
6378,-70364672,-66382592
6378,-70440704,-66393856
6378,-70286336,-66626560
6378,-70133248,-66223616
6378,-70306304,-66354944
6379,-70224896,-66032896
6379,-69986048,-66171392
6379,-69969152,-65978880
6379,-70081792,-66300416
6379,-69959680,-66123008
6379,-69874688,-66022144
6380,-69918976,-65765376
6380,-69831680,-65772544
6380,-69481728,-65974784
6380,-69756160,-65935104
6380,-69690112,-65760000
6380,-69565440,-65878784
6381,-69339392,-65798656
6381,-69551872,-65762048
6381,-69873664,-65592320
6381,-69373952,-65550848
6382,-69345536,-65592064
6382,-69574400,-65400576
6382,-69195008,-65295360
6382,-69238272,-65206528
6382,-69175552,-65371392
6383,-69428480,-65456128
6383,-68777216,-65153280
6383,-69091840,-65092608
6383,-68915200,-64974848
6383,-68786176,-65004032
6384,-68895232,-65179136
6384,-69117184,-65113600
6384,-68991488,-65085696
6384,-68448512,-65236992
6384,-68589056,-65076480
6385,-68662784,-64981504
6385,-68764672,-64951296
6385,-68112128,-64767232
6385,-68499712,-64779776
6385,-68502272,-64436736
6385,-68399360,-64667648
6386,-68232960,-64826880
6386,-68414464,-64438528
6386,-68291584,-64328704
6386,-67835904,-64347904
6386,-68266240,-64541696
6387,-68110848,-64457472
6387,-68170496,-64239360
6387,-67756288,-64155136
6387,-68255744,-64367872
6387,-67938304,-64208128
6388,-68017408,-64142592
6388,-68133888,-64055296
6388,-67793920,-64043008
6388,-67703808,-64133376
6388,-67958016,-63884800
6389,-67582720,-63900160
6389,-67564032,-64146432
6389,-67582464,-63655680
6389,-67655936,-63696128
6389,-67293952,-63932160
6390,-67313664,-63420416
6390,-67345920,-63641088
6390,-67208192,-63717888
6390,-67262976,-63416576
6390,-67259648,-63774720
6391,-67011072,-63513600
6391,-67341568,-63256832
6391,-66980352,-63295744
6391,-66647296,-63093760
6392,-66857216,-63030272
6392,-67088128,-63233792
6392,-66758400,-63400704
6392,-66806016,-63306240
6393,-66699520,-63347712
6393,-66758656,-63105792
6393,-66540800,-63133696
6393,-66669056,-63136512
6393,-66468352,-63136256
6394,-66460416,-63110656
6394,-66562816,-62628352
6394,-66665472,-62738944
6394,-66283776,-62727680
6394,-66324736,-62618624
6395,-66364160,-62804480
6395,-66229248,-62317568
6395,-66206720,-62449920
6395,-66102272,-62685184
6395,-65985792,-62388736
6395,-66064384,-62414336
6396,-65844480,-62069760
6396,-65799680,-62241792
6396,-65777152,-62390784
6396,-65809920,-62357504
6396,-65760000,-62070272
6397,-65527040,-62290176
6397,-65632512,-62213632
6397,-65511424,-61971456
6397,-65404160,-61862912
6397,-65881344,-61805824
6398,-65542656,-61862912
6398,-65321984,-61700096
6398,-65603072,-62189312
6398,-65551616,-61808640
6398,-65308928,-61740032
6398,-65395200,-61671936
6399,-65492736,-61456384
6399,-65072128,-61582336
6399,-65043712,-61707776
6399,-64877824,-61392896
6399,-64962816,-61210880
6400,-64928256,-61499136
6400,-65009152,-61180160
6400,-65038080,-61356544
6400,-64785408,-61182208
6400,-64758784,-61138176
6401,-64774656,-61073408
6401,-64981760,-61123584
6401,-64599040,-61270272
6401,-64578048,-61025792
6401,-64446720,-61070336
6401,-64420352,-60865792
6401,-64536320,-61211392
6403,-64512256,-60972544
6403,-64497408,-61280000
6403,-64332288,-60794880
6403,-64424448,-60806400
6403,-64474880,-60332032
6404,-64325888,-60525056
6404,-63901696,-60576768
6404,-64196608,-60537344
6404,-63923456,-60533504
6405,-63953920,-60644096
6405,-63987712,-60337152
6405,-63952896,-60252416
6405,-63809280,-60255232
6406,-63930880,-60180736
6406,-63839232,-60356864
6406,-63551744,-59962624
6406,-63819008,-60037120
6406,-63682048,-60012032
6406,-63661056,-60255488
6407,-63407360,-60174848
6407,-63358976,-59929856
6407,-63151104,-60092160
6407,-63592704,-59958784
6407,-63570944,-59682304
6408,-63149056,-59783936
6408,-63401472,-60103424
6408,-63113984,-59703040
6408,-63143936,-59462144
6408,-62854144,-59530240
6408,-62893056,-59317760
6409,-62833920,-59730176
6409,-62938624,-59462912
6409,-62770944,-59416064
6409,-62895360,-59802368
6409,-63018752,-59278592
6410,-62692864,-59382784
6410,-62712320,-59227392
6410,-62963200,-59381248
6410,-62677760,-59299328
6410,-62610432,-59041024
6411,-62691584,-59409920
6411,-62573824,-58890752
6411,-62431744,-58893824
6411,-62484992,-59429632
6411,-62229248,-59074304
6412,-62350848,-58895360
6412,-62120448,-59024128
6412,-62329088,-58754560
6412,-62285568,-58829056
6412,-62261248,-58860800
6412,-61981184,-59014400
6413,-61914624,-58729728
6413,-62011904,-58606848
6413,-61904640,-58659072
6413,-61929728,-58651648
6413,-61952512,-58353920
6414,-61782272,-58824704
6414,-61713152,-58361344
6414,-61709056,-58387456
6414,-61743872,-58298880
6415,-61750016,-58359296
6415,-61842688,-58458112
6415,-61531904,-58438656
6415,-61526528,-58401536
6415,-61404672,-58434816
6416,-61475328,-58099712
6416,-61417728,-57980416
6416,-61605888,-58124544
6416,-61180928,-58062848
6416,-61198848,-57970944
6417,-60869120,-57648640
6417,-61195008,-58109184
6417,-61310720,-58035456
6417,-60940288,-57857536
6417,-60870912,-57591552
6418,-61204224,-57763584
6418,-60900352,-57581056
6418,-60761856,-57638656
6418,-60897792,-57680128
6418,-60770560,-57482496
6418,-60877056,-57618688
6419,-60767744,-57271808
6419,-60523776,-57674752
6419,-60415488,-57521664
6419,-60498432,-57198848
6419,-60271360,-57501440
6420,-60268032,-57191680
6420,-60665600,-56992256
6420,-60491008,-57164544
6420,-60263680,-57212416
6420,-60607232,-56961024
6420,-60290304,-57175552
6422,-59930368,-56703232
6422,-60321280,-56845824
6422,-60215040,-57235200
6422,-59789568,-56762624
6422,-60514304,-56627712
6422,-60314112,-56925952
6423,-59968768,-56777984
6423,-60005120,-56603392
6423,-59976960,-56406272
6423,-59758080,-56525312
6423,-59858432,-56460288
6424,-59536640,-56541184
6424,-59452416,-56522496
6424,-59569920,-56460544
6424,-59673344,-56546304
6424,-59720192,-56402688
6425,-59604480,-56015360
6425,-59562496,-55722240
6425,-59358208,-56192512
6425,-59136512,-55818752
6426,-59438080,-56428032
6426,-59111168,-56320768
6426,-59403008,-55844864
6426,-59409920,-56166144
6427,-59128576,-55841280
6427,-59090176,-56062464
6427,-59100928,-55734272
6427,-58961664,-56064256
6427,-59156736,-55775488
6428,-59014912,-55814912
6428,-59086592,-55814656
6428,-58983936,-55503360
6428,-58904320,-55407872
6428,-58697472,-55760640
6428,-58686976,-55543808
6429,-58947840,-55567360
6429,-58842368,-55821568
6429,-58784512,-55372032
6429,-58981120,-55567872
6429,-58653440,-55377920
6430,-58433024,-55495424
6430,-58479872,-55166208
6430,-58542080,-55394560
6430,-58242816,-55097344
6430,-58527232,-55399936
6431,-58275072,-54801664
6431,-58674688,-55075584
6431,-58361600,-55111168
6431,-58180864,-54873088
6431,-58238720,-54569472
6432,-58032896,-54680576
6432,-58162176,-54589696
6432,-58021632,-54715392
6432,-57867008,-54635264
6432,-57852928,-54781440
6433,-57910272,-54783744
6433,-57763584,-54524160
6433,-57782784,-54451712
6433,-57787904,-54612992
6433,-57719296,-54606848
6433,-57825024,-54638080
6434,-57285632,-54417408
6434,-57711360,-54170368
6434,-57693696,-54226176
6434,-57425664,-54151424
6435,-57395968,-54402048
6435,-57534976,-54643456
6435,-57328384,-54222848
6435,-57244160,-54017280
6435,-57035776,-53921024
6435,-57031168,-54062592
6435,-57299456,-53614592
6435,-57209600,-53885952
6436,-56845824,-53913856
6436,-56795136,-53710080
6436,-57086976,-53723136
6436,-57001472,-54165760
6436,-56995072,-53859840
6437,-56815360,-53988608
6437,-56664576,-54018560
6437,-56627712,-53700864
6437,-56660480,-53635840
6437,-56533760,-53702400
6438,-56603136,-53691904
6438,-56965632,-53634560
6438,-56734976,-53539584
6438,-56282624,-53379584
6438,-56528128,-53622272
6439,-56134400,-53417984
6439,-56610304,-53437184
6439,-56371456,-53254144
6439,-56135936,-53240576
6439,-56337920,-52959744
6440,-56334848,-53019648
6440,-56248576,-52972288
6440,-56414464,-52949504
6440,-56059392,-52845056
6440,-55845632,-53057792
6441,-55946240,-52976896
6441,-56110080,-52833792
6441,-55985152,-52810752
6441,-55630080,-52972800
6441,-56088064,-52774144
6442,-55706112,-52590080
6442,-55736064,-52601344
6442,-56041472,-52596480
6442,-55614464,-52569344
6442,-55627520,-52340224
6442,-55748096,-52252160
6443,-55558656,-52360448
6443,-55408640,-52423168
6443,-55568384,-52338688
6443,-55617792,-52569344
6443,-55389440,-52340224
6444,-55335936,-52459008
6444,-55191296,-52355584
6444,-55192320,-51796736
6444,-55763968,-52052224
6444,-55260160,-52016128
6445,-54999552,-52043520
6445,-55262464,-51950848
6445,-55213568,-51850240
6445,-54971136,-52163584
6445,-55205120,-51843584
6446,-54834688,-52030464
6446,-54835712,-51925248
6446,-54976768,-52185600
6446,-55026176,-51919872
6446,-54683648,-51411712
6447,-54947840,-51594496
6447,-54596608,-51745792
6447,-54792448,-51604480
6447,-54560512,-51505920
6448,-54386432,-51476480
6448,-54558208,-51646720
6448,-54552576,-51459584
6448,-54653952,-51485440
6449,-54475264,-51445248
6449,-54601472,-51247104
6449,-54401536,-51306752
6449,-54263808,-51390464
6449,-54128640,-51174656
6449,-54071296,-51142144
6450,-53892608,-51069952
6450,-53914368,-50922752
6450,-54228480,-51165952
6450,-54031360,-50861056
6450,-54061056,-50942976
6451,-53666560,-50918912
6451,-53702400,-51075840
6451,-53833216,-50796544
6451,-53927936,-50728704
6451,-53936640,-50412032
6452,-53786112,-50823936
6452,-53788160,-50515456
6452,-53688832,-50491904
6452,-54000896,-50690816
6452,-53600256,-50243584
6452,-53698304,-50623744
6453,-53460736,-50654464
6453,-53462528,-50388992
6453,-53241088,-50269952
6453,-52953856,-50364672
6453,-53440256,-50001664
6453,-53208064,-50017280
6455,-53085440,-50501120
6455,-53300480,-50120704
6455,-53291264,-50662912
6455,-53257984,-50312192
6455,-52957696,-49980416
6455,-53371648,-50041344
6456,-53035264,-50026752
6456,-52952064,-49920768
6456,-52743168,-49850624
6456,-52957440,-50094592
6456,-52881152,-50172160
6457,-52850432,-50057472
6457,-53017088,-49882368
6457,-52847872,-49881600
6457,-52841472,-49751040
6457,-52941824,-49654528
6458,-52738048,-49793792
6458,-52645888,-49864960
6458,-52664832,-49408256
6458,-52547072,-49714176
6458,-52275200,-49668864
6459,-52237056,-49606400
6459,-52507648,-49615360
6459,-52289280,-49645056
6459,-52388352,-49387264
6459,-52263168,-49131776
6459,-52428288,-49413120
6459,-52337920,-49459456
6460,-52068096,-49012736
6460,-51938048,-49474816
6460,-51977216,-49044992
6460,-52104192,-49310464
6460,-51933440,-49348608
6461,-51863296,-49006336
6461,-52151552,-49179136
6461,-52338944,-48928512
6461,-51841792,-49231360
6461,-51727616,-48751872
6462,-51412480,-49048320
6462,-51568384,-48783104
6462,-51565824,-49100288
6462,-51677696,-48872704
6463,-51892736,-48799488
6463,-51593728,-48793344
6463,-51464192,-48851712
6463,-51348224,-48573440
6463,-51315456,-48620032
6464,-51432960,-48673024
6464,-51346944,-48860672
6464,-51319808,-48569856
6464,-51693056,-48721408
6464,-51253760,-47977216
6465,-51305472,-48516352
6465,-51315712,-48322048
6465,-51221248,-48302336
6465,-51366400,-48430592
6465,-51020544,-48157184
6466,-51132672,-48202496
6466,-51099904,-48185344
6466,-51130880,-48062208
6466,-51047424,-48101888
6466,-51136512,-48129024
6466,-50926336,-48079360
6467,-50749440,-48116992
6467,-50741760,-47711232
6467,-50761472,-48189696
6467,-50698496,-47648512
6467,-50572288,-48167936
6468,-50542592,-47646720
6468,-50563072,-47903232
6468,-50655232,-47898368
6468,-50652416,-47707648
6468,-50554624,-47625728
6469,-50430976,-47635200
6469,-50412800,-47584000
6469,-50283776,-47714560
6469,-50316800,-47690752
6469,-50299392,-47705600
6470,-50582784,-47496960
6470,-50483456,-47246336
6470,-50268160,-47241984
6470,-50350848,-47228672
6470,-49975808,-47335424
6471,-50029824,-47343360
6471,-50173952,-47017728
6471,-50315008,-47185152
6471,-49641728,-46983936
6471,-49836544,-46874880
6472,-49653504,-46990592
6472,-49942528,-47489280
6472,-49588736,-46579200
6472,-49778176,-46786560
6472,-49858304,-46715136
6473,-49516032,-46639616
6473,-49516800,-46972160
6473,-49571584,-46944000
6473,-49576448,-46915584
6474,-49556992,-46837248
6474,-49235456,-47099648
6474,-49497856,-46626304
6474,-49249536,-46694400
6474,-49233920,-46746368
6475,-49449984,-46778112
6475,-49076992,-46554624
6475,-49471744,-46345728
6475,-49164544,-46833152
6475,-49047296,-46634752
6476,-49157632,-46708992
6476,-49451264,-46384128
6476,-49120256,-45896704
6477,-48928000,-46607104
6477,-49003008,-46172672
6477,-48929280,-46431744
6478,-48850176,-46004736
6478,-49066496,-46423040
6478,-48946176,-45829376
6478,-48867328,-45821440
6478,-48896256,-46330624
6479,-48532736,-45985024
6479,-49027072,-45801728
6479,-48562432,-45586432
6479,-48839936,-46154240
6479,-48620544,-45761792
6479,-48498688,-46140672
6480,-48594176,-45566464
6480,-48543744,-45719552
6480,-48556544,-45846272
6480,-48424960,-45663744
6480,-48559104,-45671680
6481,-48664064,-45625344
6481,-48406016,-45878016
6481,-48256512,-45394176
6481,-48064768,-45408512
6481,-48235008,-45342464
6482,-48334848,-45439232
6482,-48197888,-45309696
6482,-48505856,-45561344
6482,-48157184,-45402624
6482,-48253440,-45169152
6483,-47776768,-45488896
6483,-48201216,-45162240
6483,-47885056,-45057024
6483,-47695872,-45068544
6483,-48135936,-45075968
6484,-47786752,-44854528
6484,-47721728,-45195520
6484,-47801344,-44924160
6484,-47608320,-44867328
6484,-47670528,-45080064
6484,-47849984,-44839936
6485,-47065600,-44706560
6485,-47819264,-44780288
6485,-47496448,-45027072
6485,-47524096,-44813568
6485,-47486976,-44627968
6486,-47482880,-44970752
6486,-47506944,-44822528
6486,-46879744,-44852480
6486,-47396864,-44741632
6486,-47402496,-44545792
6487,-46996224,-44387328
6487,-47290368,-44724992
6487,-47071744,-44335360
6487,-47227392,-44627200
6487,-47254784,-44130816
6488,-47018240,-44474112
6488,-47052800,-44431616
6488,-46875904,-44562432
6488,-46853888,-44232960
6489,-47182336,-44463104
6489,-47348992,-44481024
6489,-46826496,-44029696
6490,-46667264,-44375040
6490,-46816768,-44146944
6490,-46667008,-44204800
6490,-46413824,-44076032
6490,-46904576,-43877888
6491,-46976512,-43983104
6491,-46486784,-43903232
6491,-46698752,-43830528
6491,-46506496,-44040704
6491,-46228736,-43867136
6492,-46387456,-43699968
6492,-46353664,-43919360
6492,-46734336,-43821056
6492,-46438144,-43898368
6492,-46299392,-43309568
6493,-46229504,-43786496
6493,-46191872,-43610624
6493,-46380800,-43363584
6493,-45966080,-43477504
6493,-46081024,-43268352
6494,-46430720,-43272704
6494,-46090752,-43102720
6494,-46315520,-43518976
6494,-45843968,-43605248
6494,-45910528,-43389952
6494,-46232576,-43300352
6495,-45866752,-43523072
6495,-45984256,-43214336
6495,-45912832,-43014400
6495,-45970432,-43187968
6495,-45851392,-43157760
6496,-45659648,-43476992
6496,-45801216,-43461888
6496,-45846272,-43074816
6496,-45710080,-43153152
6496,-45778688,-42863360
6497,-45600512,-43192576
6497,-45817600,-42962176
6497,-45507072,-43097344
6497,-45164800,-42864896
6497,-45397760,-42947072
6497,-45680640,-42753536
6498,-45116672,-42852096
6498,-45108736,-42773248
6498,-44875520,-42895104
6498,-45396992,-42934272
6498,-45011456,-42464512
6499,-45160960,-42670592
6499,-45249024,-42571264
6499,-44897024,-42726912
6499,-45099520,-42584064
6499,-45096960,-42266624
6500,-44903680,-42246656
6500,-44815872,-42542336
6500,-45004288,-42766080
6501,-45205504,-42086144
6501,-44795904,-42399488
6501,-44948224,-42349056
6501,-44898816,-42204928
6502,-44655616,-42443776
6502,-45103616,-42106624
6502,-44332288,-42214400
6502,-44761344,-42051328
6502,-44930048,-42310656
6503,-44246272,-42003456
6503,-44541696,-42031616
6503,-44217088,-41713664
6503,-44488704,-42038784
6503,-44582912,-42042880
6503,-44242432,-41876992
6503,-44593664,-41887488
6503,-44307456,-41588736
6505,-44426496,-41868800
6505,-44330240,-41939712
6505,-43897856,-42087936
6505,-44214272,-41507328
6505,-43793920,-41635584
6506,-44094720,-41618432
6506,-43985408,-41571584
6506,-44004608,-41639168
6506,-44382464,-41427456
6506,-43735552,-41419520
6507,-43807744,-41414656
6507,-44024832,-41363968
6507,-43922176,-41523200
6507,-43697664,-41353728
6507,-43556864,-41457664
6508,-43811072,-41514496
6508,-43753728,-41556224
6508,-43408384,-40883200
6508,-43623424,-41061120
6508,-43464448,-41489664
6508,-43784192,-41133568
6509,-43166208,-41226496
6509,-43530240,-41018624
6509,-43283456,-41044992
6509,-43401216,-40775424
6509,-43428352,-41153280
6510,-43061760,-40730112
6510,-43565312,-41012992
6510,-43174144,-41039360
6510,-43050752,-40990976
6510,-43186688,-41102848
6510,-42900736,-40797440
6511,-42973952,-41004288
6511,-43233536,-40817152
6511,-42790912,-40753152
6512,-43145728,-40533504
6512,-43198720,-40734976
6512,-43201280,-40719616
6513,-43085312,-40424704
6513,-42723584,-40642816
6513,-42935808,-40504320
6513,-42692352,-40552448
6513,-42904320,-40390912
6514,-42672896,-40560384
6514,-42769664,-40467200
6514,-43041280,-40371200
6514,-42520576,-40357632
6514,-42907904,-40396800
6515,-42557440,-40142592
6515,-42702080,-40143616
6515,-42689536,-40265984
6515,-42597632,-40652544
6515,-42775552,-40046592
6515,-42253568,-40333568
6516,-42615808,-40154624
6516,-42401536,-39853312
6516,-42551040,-40093440
6516,-42402816,-40083200
6516,-42416640,-40423936
6517,-42482688,-40088832
6517,-41876736,-40045824
6517,-42353920,-39868672
6517,-42050304,-39717632
6517,-42094848,-39746816
6518,-42153984,-39477248
6518,-42287104,-39752704
6518,-41969920,-39854592
6518,-41865728,-39865088
6518,-41893120,-39677696
6518,-42108416,-39610880
6519,-41934848,-39477504
6520,-41906432,-39575808
6520,-41698816,-39449856
6520,-41964544,-39182080
6520,-41822720,-39744512
6520,-41773824,-39166464
6521,-41585408,-39446272
6521,-41959680,-39241984
6521,-41590272,-39106048
6521,-41318656,-39314176
6522,-41839360,-39588352
6522,-41600000,-39368960
6522,-41295616,-39420416
6522,-41583360,-39135232
6522,-41268736,-39192576
6523,-41359104,-39351296
6523,-41500928,-38958336
6523,-41621760,-39263232
6523,-41581312,-39138304
6523,-41121536,-39088128
6523,-41497088,-38961664
6524,-41180928,-38948096
6524,-41563904,-38882560
6524,-41438464,-38835456
6524,-41343232,-38899968
6525,-41186816,-38519808
6525,-41044992,-38899200
6525,-40961792,-38876160
6525,-41024768,-38887936
6525,-41380352,-38607616
6525,-41179648,-38421248
6526,-41143296,-38419712
6526,-40892928,-38589184
6526,-40933376,-38679040
6526,-41060352,-38587904
6526,-40786944,-38404864
6527,-40831232,-38595328
6527,-40719104,-38361600
6527,-40654336,-38401536
6527,-40804864,-38500608
6527,-40430336,-38572544
6528,-40792320,-38323200
6528,-40841472,-38147072
6528,-40613376,-38266368
6528,3869952,2897920
6528,4111872,4000768
6528,3072512,3191296
6528,1136896,1446656
6529,-531712,317440
6529,-1955584,999680
6529,-2138624,418048
6529,-1956864,-842240
6529,-3075840,-1103872
6529,-3132928,-107008
6530,-605696,1151488
6530,2424832,2674176
6530,3673344,3963904
6530,4572416,4318208
6530,4965888,4286464
6530,5013760,3894784
6530,3229440,3503104
6531,1770240,1546752
6531,495360,702464
6531,-504576,1377024
6531,503808,1829632
6531,-449024,1704448
6531,-524288,757248
6531,-821248,201472
6532,-233984,1027328
6532,-251648,2560768
6532,1236480,2945536
6532,3841280,2961152
6532,5974016,3537664
6532,6798080,5761536
6533,5844224,6234880
6533,5747712,5369856
6533,6581248,4710656
6533,7078656,5107968
6533,6327040,5220608
6533,5037824,6256640
6533,6560512,6446080
6534,8688128,6541056
6534,9456640,7681536
6534,9689088,8448768
6534,9803520,9208832
6534,11158784,9921280
6534,13574912,9654528
6535,13492992,10190080
6535,8681472,8100864
6535,3672576,4114944
6535,2663168,2915328
6535,2319616,3400192
6535,203520,2298880
6535,-2872320,-392192
6536,-1048064,-184832
6536,1740032,2104320
6536,2798336,3040768
6536,2312704,2215168
6536,2110464,2273280
6536,3630336,3143424
6537,5366016,4356096
6537,4704768,5178112
6537,3501824,3435264
6537,2718464,1751296
6537,1776384,825600
6537,-81920,862464
6537,-1821184,8960
